pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Czy gminy mogą zawierać porozumienia międzygminne w sprawie powierzenia jednej z nich zadań publicznych?,Nie,Tylko po zgodzie Rady Ministrów,Tak,Wyłącznie gminy z tego samego powiatu,3,Art. 74 ust. 1 dopuszcza takie porozumienia.
Co dzieje się z prawami i obowiązkami związanymi z zadaniami powierzonymi jednej gminie w porozumieniu?,Pozostają wyłącznie przy gminach powierzających,Przejmuje je wojewoda,Przechodzą na powiat,"Przejmuje je gmina wykonująca zadanie, a pozostałe uczestniczą w kosztach",4,Art. 74 ust. 2 określa przejęcie praw i obowiązków oraz udział w kosztach.
W jakim celu gminy mogą tworzyć stowarzyszenia?,Dla wspierania idei samorządu terytorialnego i obrony wspólnych interesów,Wyłącznie dla wspólnego poboru podatków,Tylko dla wykonywania zadań zleconych,W celu sprawowania nadzoru nad wojewodą,1,Art. 84 ust. 1 wskazuje te cele.
Ilu co najmniej założycieli potrzeba do założenia stowarzyszenia gmin?,2,3,5,10,2,Art. 84 ust. 3 wymaga co najmniej 3 założycieli.
Na podstawie jakiego kryterium sprawowany jest nadzór nad działalnością gminną?,Celowości,Gospodarności,Zgodności z prawem,Efektywności politycznej,3,Art. 85 wskazuje jako kryterium nadzoru zgodność z prawem.
Kto jest organem nadzoru nad działalnością gminną?,Wyłącznie wojewoda,Starosta i marszałek,Sąd rejonowy,"Prezes Rady Ministrów i wojewoda, a w sprawach finansowych regionalna izba obrachunkowa",4,Art. 86 wymienia te organy nadzoru.
Czy organy nadzoru mogą wkraczać w działalność gminną w dowolnych przypadkach?,"Nie, tylko w przypadkach określonych ustawami",Tak,Tylko za zgodą rady gminy,Wyłącznie na wniosek mieszkańców,1,Art. 87 ogranicza ingerencję nadzorczą do przypadków określonych ustawami.
Czy organy nadzoru mogą żądać informacji i danych dotyczących organizacji i funkcjonowania gminy?,Nie,"Tak, jeśli są niezbędne do wykonywania uprawnień nadzorczych",Wyłącznie za zgodą sądu,Tylko informacji finansowych,2,Art. 88 przyznaje organom nadzoru takie prawo.
"Jaki jest zasadniczy termin na zajęcie stanowiska przez organ, gdy ważność rozstrzygnięcia gminy zależy od zatwierdzenia, uzgodnienia lub opinii?",7 dni,30 dni,14 dni,60 dni,3,Art. 89 ust. 1 przewiduje zasadniczo 14 dni.
"Jaki termin obowiązuje, gdy zatwierdzenia, uzgodnienia lub opinii dokonuje organ stanowiący jednostki samorządu terytorialnego?",14 dni,7 dni,3 miesiące,30 dni,4,Art. 89 ust. 1a przewiduje termin 30 dni.
"Jaki skutek ma brak w terminie stanowiska innego organu, którego zatwierdzenie, uzgodnienie lub opinia warunkuje ważność rozstrzygnięcia gminy (art. 89)?",Rozstrzygnięcie uważa się za przyjęte w brzmieniu przedłożonym przez gminę,Rozstrzygnięcie jest nieważne,Sprawę umarza się,Wojewoda przejmuje kompetencję rady,1,Art. 89 ust. 2 przewiduje taki skutek upływu terminu.
W jakim terminie wójt przedkłada wojewodzie uchwały rady gminy?,2 dni,W ciągu 7 dni od ich podjęcia,14 dni,30 dni,2,Art. 90 ust. 1 przewiduje termin 7 dni.
W jakim terminie wójt przekazuje akty ustanawiające przepisy porządkowe?,7 dni,14 dni,W ciągu 2 dni od ich ustanowienia,30 dni,3,Art. 90 ust. 1 przewiduje dla przepisów porządkowych termin 2 dni.
Komu wójt przedkłada uchwałę budżetową i uchwałę w sprawie absolutorium?,Wyłącznie wojewodzie,Staroście,Ministrowi finansów,Regionalnej izbie obrachunkowej,4,Art. 90 ust. 2 przewiduje przedłożenie tych uchwał RIO.
Jaki skutek ma sprzeczność uchwały lub zarządzenia organu gminy z prawem?,Akt jest nieważny,Akt jest tylko niewykonalny przez 7 dni,Akt staje się zaleceniem,Nie wywołuje to skutków nadzorczych,1,"Art. 91 ust. 1 stanowi, że uchwała lub zarządzenie sprzeczne z prawem są nieważne."
W jakim terminie organ nadzoru co do zasady orzeka o nieważności uchwały lub zarządzenia?,7 dni,Nie dłuższym niż 30 dni od doręczenia,14 dni,3 miesiące,2,Art. 91 ust. 1 przewiduje termin nie dłuższy niż 30 dni.
Co robi organ nadzoru w przypadku nieistotnego naruszenia prawa?,Zawsze stwierdza nieważność,Rozwiązuje radę gminy,"Nie stwierdza nieważności, lecz wskazuje, że akt wydano z naruszeniem prawa",Nakłada grzywnę na wójta,3,Art. 91 ust. 4 przewiduje ograniczenie się do wskazania naruszenia.
Jaki skutek ma stwierdzenie nieważności uchwały lub zarządzenia?,Nie wpływa na ich wykonanie,Automatycznie rozwiązuje radę,Powoduje wygaśnięcie mandatu wójta,Wstrzymuje ich wykonanie z mocy prawa w zakresie objętym stwierdzeniem nieważności,4,Art. 92 ust. 1 wiąże z doręczeniem rozstrzygnięcia nadzorczego wstrzymanie wykonania.
"Co może zrobić organ nadzoru po upływie 30-dniowego terminu, gdy nie może już sam stwierdzić nieważności?",Zaskarżyć uchwałę lub zarządzenie do sądu administracyjnego,Uchylić akt bez terminu,Przekazać sprawę do sądu powszechnego,Rozwiązać radę gminy,1,Art. 93 ust. 1 przewiduje skargę do sądu administracyjnego.
Czy co do zasady stwierdza się nieważność uchwały lub zarządzenia po upływie roku od ich podjęcia?,"Tak, zawsze","Nie, z wyjątkami wskazanymi w ustawie","Tak, do 5 lat","Nie, nawet gdy jest to akt prawa miejscowego",2,Art. 94 ust. 1 ustanawia roczny termin z wyjątkami m.in. dla aktów prawa miejscowego.
Kto może rozwiązać radę gminy w razie powtarzającego się naruszania Konstytucji lub ustaw?,Wojewoda,Prezes Rady Ministrów samodzielnie,Sejm na wniosek Prezesa Rady Ministrów,Regionalna izba obrachunkowa,3,Art. 96 ust. 1 przewiduje rozwiązanie rady przez Sejm na wniosek Prezesa Rady Ministrów.
Co robi wojewoda w razie powtarzającego się naruszania Konstytucji lub ustaw przez wójta?,Odwołuje wójta natychmiast samodzielnie,Rozwiązuje radę gminy,Nakłada wyłącznie grzywnę,"Wzywa wójta do zaprzestania naruszeń, a przy bezskuteczności może wystąpić do Prezesa Rady Ministrów o jego odwołanie",4,"Art. 96 ust. 2 przewiduje najpierw wezwanie, a następnie możliwość wniosku o odwołanie."
Na jaki maksymalny okres może zostać ustanowiony zarząd komisaryczny?,"Do 2 lat, nie dłużej jednak niż do wyboru rady i wójta na kolejną kadencję",6 miesięcy,1 rok bez wyjątków,Do końca dowolnie wybranej kadencji,1,Art. 97 ust. 1 określa maksymalny okres 2 lat z dodatkowym ograniczeniem.
Kto powołuje komisarza rządowego?,Wojewoda samodzielnie,Prezes Rady Ministrów na wniosek wojewody zgłoszony za pośrednictwem właściwego ministra,Sejm,Rada gminy,2,Art. 97 ust. 3 powierza powołanie Prezesowi Rady Ministrów.
W jakim terminie można zaskarżyć rozstrzygnięcie organu nadzorczego dotyczące gminy do sądu administracyjnego?,7 dni,14 dni,30 dni od doręczenia,60 dni,3,Art. 98 ust. 1 przewiduje termin 30 dni.
Kiedy rozstrzygnięcie nadzorcze staje się prawomocne?,Zawsze w dniu wydania,Po 7 dniach od podpisania,Po zatwierdzeniu przez Prezesa Rady Ministrów,Po upływie terminu do wniesienia skargi albo z datą oddalenia lub odrzucenia skargi przez sąd,4,Art. 98 ust. 5 określa moment prawomocności.
"Co może zrobić wojewoda, gdy organ gminy mimo wezwania nie podejmie aktu w sprawie wygaśnięcia mandatu, odwołania ze stanowiska lub rozwiązania umowy wymaganych przez prawo (art. 98a)?",Wydać zarządzenie zastępcze,Rozwiązać gminę,Nałożyć podatek,Unieważnić wszystkie uchwały rady,1,Art. 98a ust. 2 przewiduje zarządzenie zastępcze.
Czy postępowanie sądowe dotyczące nadzoru nad gminą opisane w tym rozdziale jest wolne od opłat sądowych?,Nie,Tak,Tylko dla gmin wiejskich,Wyłącznie za zgodą sądu,2,"Art. 100 stanowi, że postępowanie jest wolne od opłat sądowych."
Kto może zaskarżyć do sądu administracyjnego uchwałę lub zarządzenie organu gminy naruszające jego interes prawny lub uprawnienie?,Wyłącznie wojewoda,Tylko radny,"Każdy, czyj interes prawny lub uprawnienie zostały naruszone",Wyłącznie organizacja społeczna,3,"Art. 101 ust. 1 przyznaje takie prawo każdemu, czyj interes prawny lub uprawnienie zostały naruszone."
Czy przepisy rozdziału o nadzorze stosuje się do decyzji indywidualnych wydawanych przez organy gminy?,"Tak, w pełnym zakresie",Tylko gdy decyzję wydał wójt,Wyłącznie w sprawach podatkowych,Nie; kontrolę takich decyzji określają odrębne przepisy,4,Art. 102 wyłącza decyzje indywidualne z tego rozdziału i odsyła do odrębnych przepisów.
